request_sections,t1,t2,t3,t4,t5,t6,g1,g2,g3,g4,g5,g6
Amount in Euro:,"0,58","0,70","1,50","0,50","0,80","1,80","0,30","0,30","0,40","0,40","0,30","0,30"
